incumbent,lb,time,rank
1.0e100, 1.097783376091776e6, 1.503976821899414, 0.0
1.0e100, 1.1002386846334287e6, 1.6735248565673828, 0.0
1.0e100, 1.1002470632622077e6, 1.7303733825683594, 0.0
1.0e100, 1.1010030841755865e6, 2.5422019958496094, 0.0
1.0e100, 1.101003084175587e6, 2.7326908111572266, 0.0
1.0e100, 1.1010030841755925e6, 3.6392669677734375, 0.0
1.0e100, 1.1010030841755942e6, 4.585735321044922, 0.0
1.1217086931295998e6, 1.1010030841755942e6, 5.086399078369141, 1.0
1.1217086931295996e6, 1.101003084175615e6, 5.251955032348633, 0.0
1.121707826824074e6, 1.101003084175615e6, 16.131864547729492, 0.0
1.1929849438864766e6, 1.101003084175615e6, 24.4356632232666, 1.0
1.1114157667233208e6, 1.101003084175615e6, 24.442644119262695, 0.0
1.1580464897739536e6, 1.101003084175615e6, 25.835918426513672, 1.0
1.1114157667233208e6, 1.101003084175615e6, 25.836915969848633, 0.0
1.1377387777612046e6, 1.101003084175615e6, 30.524381637573242, 1.0
1.1114157667233208e6, 1.101003084175615e6, 30.525379180908203, 0.0
1.1328010204147978e6, 1.101003084175615e6, 30.533357620239258, 1.0
1.1114157667233208e6, 1.101003084175615e6, 30.53535270690918, 0.0
1.128002534281257e6, 1.101003084175615e6, 31.846845626831055, 1.0
1.1114157667233208e6, 1.101003084175615e6, 31.847843170166016, 0.0
1.1175549361555057e6, 1.101003084175615e6, 31.858814239501953, 1.0
1.1114157667233208e6, 1.101003084175615e6, 31.859811782836914, 0.0
1.1174500311544624e6, 1.101003084175615e6, 39.31787109375, 1.0
1.1114157667233208e6, 1.101003084175615e6, 39.318870544433594, 0.0
1.1084832577230586e6, 1.101003084175615e6, 42.36971092224121, 1.0
1.1084832577230588e6, 1.101003084175615e6, 42.37270164489746, 0.0
1.1084832577230586e6, 1.101003084175615e6, 43.96245193481445, 1.0
1.1084832577230588e6, 1.101003084175615e6, 43.963449478149414, 0.0
1.1050239173761052e6, 1.101003084175615e6, 74.28936386108398, 1.0
1.1050239173761054e6, 1.101003084175615e6, 74.29235649108887, 0.0
1.1040473857576223e6, 1.101003084175615e6, 78.86014366149902, 1.0
1.104047385757622e6, 1.101003084175615e6, 78.86213874816895, 0.0
1.1034380737444123e6, 1.101003084175615e6, 79.36978149414062, 1.0
1.103438073744412e6, 1.101003084175615e6, 79.37177848815918, 0.0
1.1032141859656663e6, 1.101003084175615e6, 101.88558006286621, 1.0
1.103214185965666e6, 1.101003084175615e6, 101.88757514953613, 0.0
1.102713217262014e6, 1.101003084175615e6, 108.85295104980469, 1.0
1.1027132172620143e6, 1.101003084175615e6, 108.85494613647461, 0.0
1.102707645500514e6, 1.101003084175615e6, 133.10011863708496, 1.0
1.1026386448539083e6, 1.101003084175615e6, 137.1542797088623, 1.0
1.102638644853908e6, 1.101003084175615e6, 137.1562728881836, 0.0
1.1016809080486123e6, 1.101003084175615e6, 153.42377853393555, 1.0
1.1016809080486125e6, 1.101003084175615e6, 153.42677116394043, 0.0
1.1016688436382622e6, 1.101003084175615e6, 160.01814651489258, 1.0
1.1016688436382625e6, 1.101003084175615e6, 160.0201416015625, 0.0
1.1016047265458733e6, 1.101003084175615e6, 163.30735206604004, 1.0
1.101521049649915e6, 1.101003084175615e6, 234.99966430664062, 1.0
1.1015210496499147e6, 1.101003084175615e6, 235.00365447998047, 0.0
1.10132819984136e6, 1.101003084175615e6, 277.07715797424316, 1.0
1.1013117149833834e6, 1.101003084175615e6, 334.6342658996582, 1.0
1.1012941874132124e6, 1.101003084175615e6, 360.5539608001709, 1.0
1.1012941874132126e6, 1.101003084175615e6, 360.5589485168457, 0.0
1.1012941874132124e6, 1.101003084175615e6, 402.6932907104492, 1.0
1.1012941874132126e6, 1.101003084175615e6, 402.6942882537842, 0.0
1.1011771740296443e6, 1.101003084175615e6, 469.4757308959961, 0.0
1.101141593791214e6, 1.101003084175615e6, 469.47972106933594, 0.0
1.1012784450552377e6, 1.101003084175615e6, 483.39551162719727, 1.0
1.101141593791214e6, 1.101003084175615e6, 483.39651107788086, 0.0
1.1012701912873075e6, 1.101003084175615e6, 588.6959648132324, 1.0
1.101141593791214e6, 1.101003084175615e6, 588.6969623565674, 0.0
1.10111990023754e6, 1.101003084175615e6, 698.5462512969971, 0.0
1.1011044501991984e6, 1.101003084175615e6, 698.547248840332, 0.0
