1.0e100, 6.690736761551326e6, 27.130456924438477, 0.0
1.0e100, 6.690754429127447e6, 63.437381744384766, 0.0
6.782076130677587e6, 6.690754429127447e6, 63.73957443237305, 1.0
6.782076130677589e6, 6.690754429127788e6, 67.42970657348633, 0.0
6.782076130677589e6, 6.690766209486462e6, 86.02897644042969, 0.0
6.782076130677402e6, 6.690766209486462e6, 86.04892349243164, 1.0
6.782076130677589e6, 6.690778447216874e6, 138.1805362701416, 0.0
6.782076130677589e6, 6.690779201712947e6, 143.70875549316406, 0.0
6.782076130677589e6, 6.690785326438993e6, 165.38280296325684, 0.0
6.782076130677589e6, 6.690807212678504e6, 346.6421585083008, 0.0
6.782076130677589e6, 6.690808732286264e6, 377.5535087585449, 0.0
6.782076130677589e6, 6.6909367598696165e6, 377.561487197876, 0.0
6.782076130677589e6, 6.69095182503257e6, 416.57018661499023, 0.0
6.782076130677589e6, 6.690955251496114e6, 466.06185722351074, 0.0
6.782076130677589e6, 6.690971149548905e6, 511.45050048828125, 0.0
6.782076130677589e6, 6.690990054363003e6, 549.7570781707764, 0.0
6.782076130677589e6, 6.690990990139695e6, 554.2919521331787, 0.0
6.782076130677589e6, 6.690999627996813e6, 559.8101978302002, 0.0
6.782076130677403e6, 6.690999627996813e6, 963.7202377319336, 1.0
6.782076130677589e6, 6.690999627996813e6, 963.7222328186035, 0.0
