ub,lb,time,src
1.0e100, 6.417539081219939e6, 3.162895917892456, 0.0
1.0e100, 6.417584858918626e6, 3.7024059295654297, 0.0
1.0e100, 6.420908901999955e6, 8.484559059143066, 0.0
1.0e100, 6.420951051440829e6, 32.97626996040344, 0.0
1.0e100, 6.420958449473701e6, 32.97630000114441, 0.0
1.0e100, 6.420958449473703e6, 32.97741889953613, 0.0
1.0e100, 6.420963922186346e6, 33.33005905151367, 0.0
1.0e100, 6.420963922186348e6, 33.330092906951904, 0.0
1.0e100, 6.42100249627739e6, 33.75530791282654, 0.0
1.0e100, 6.421036831665758e6, 34.12137699127197, 0.0
1.0e100, 6.42103683166576e6, 34.12140703201294, 0.0
1.0e100, 6.421123759869215e6, 34.53125786781311, 0.0
1.0e100, 6.421290185424165e6, 34.9032928943634, 0.0
1.0e100, 6.421290185424166e6, 34.903306007385254, 0.0
1.0e100, 6.421662399033834e6, 34.90332794189453, 0.0
1.0e100, 6.421662399033837e6, 35.35033702850342, 0.0
1.0e100, 6.421788774e6, 35.350372076034546, 0.0
6.585769412996385e6, 6.421788774e6, 496.32249689102173, 0.0
6.567087755092422e6, 6.421788774e6, 496.3240010738373, 0.0
6.566765462464109e6, 6.421788774e6, 598.0144400596619, 0.0
6.563344832020657e6, 6.421788774e6, 648.2181348800659, 0.0
6.563199057627931e6, 6.421788774e6, 648.2214488983154, 0.0
6.549654101587037e6, 6.421788774e6, 691.6351940631866, 0.0
6.544917302802224e6, 6.421788774e6, 691.6369729042053, 0.0
6.522690974677749e6, 6.421788774e6, 691.63822889328, 0.0
6.507639497071708e6, 6.421788774e6, 809.3075079917908, 0.0
6.507639497071708e6, 6.421788774000002e6, 866.1607038974762, 0.0
6.507639497071708e6, 6.421788774000002e6, 900.0, 0.0
