ub,lb,time,src
1.0e100, 2.2500825792000005e6, 3.1693038940429688, 0.0
2.2857621762391883e6, 2.2500825792000005e6, 3.2991819381713867, 1.0
2.2857621762391874e6, 2.2500825792000024e6, 4.559352874755859, 0.0
2.2857621762391874e6, 2.2500825792000424e6, 7.621322870254517, 0.0
2.285762176214656e6, 2.2500825792000424e6, 9.274659872055054, 1.0
2.2857621762391874e6, 2.2500825792000424e6, 9.417747974395752, 0.0
2.281472650657881e6, 2.2500825792000424e6, 10.675336837768555, 1.0
2.280632977243648e6, 2.2500825792000424e6, 10.788849830627441, 1.0
2.2752439956863155e6, 2.2500825792000424e6, 12.449856996536255, 1.0
2.2733359034065884e6, 2.2500825792000424e6, 13.47450590133667, 1.0
2.272888458410872e6, 2.2500825792000424e6, 14.209247827529907, 1.0
2.2685739668811774e6, 2.2500825792000424e6, 14.387205839157104, 1.0
2.267484758152367e6, 2.2500825792000424e6, 14.65566086769104, 1.0
2.2685739668811774e6, 2.2500825792000424e6, 14.655958890914917, 0.0
2.2673270592564302e6, 2.2500825792000424e6, 14.987574815750122, 1.0
2.2671794219812704e6, 2.2500825792000424e6, 15.127864837646484, 1.0
2.2671794219812695e6, 2.2500825792000424e6, 15.129864931106567, 0.0
2.265679245960484e6, 2.2500825792000424e6, 15.482481956481934, 1.0
2.2656792459604833e6, 2.2500825792000424e6, 15.496904850006104, 0.0
2.2656776927735773e6, 2.2500825792000424e6, 20.944114923477173, 1.0
2.2656776927735778e6, 2.2500825792000424e6, 20.945177793502808, 0.0
2.265677357101933e6, 2.2500825792000424e6, 24.263925790786743, 1.0
2.265663224450973e6, 2.2500825792000424e6, 31.141623973846436, 1.0
2.2656310725540896e6, 2.2500825792000424e6, 47.35577988624573, 1.0
2.265629185576305e6, 2.2500825792000424e6, 57.57408881187439, 1.0
2.265629107019418e6, 2.2500825792000424e6, 67.82081985473633, 1.0
2.261583313854213e6, 2.2500825792000424e6, 100.76797890663147, 1.0
2.2615201046041166e6, 2.2500825792000424e6, 112.0986979007721, 1.0
2.2609315561924735e6, 2.2500825792000424e6, 123.93121385574341, 1.0
2.2608722532559796e6, 2.2500825792000424e6, 135.17766880989075, 1.0
2.2609315561924735e6, 2.2500825792000424e6, 135.17781376838684, 0.0
2.2607053055559853e6, 2.2500825792000424e6, 155.6861310005188, 1.0
2.260705305555986e6, 2.2500825792000424e6, 155.68907284736633, 0.0
2.260692405426597e6, 2.2500825792000424e6, 195.78995490074158, 1.0
2.260705305555986e6, 2.2500825792000424e6, 195.79019689559937, 0.0
2.260638648936903e6, 2.2500825792000424e6, 209.77303099632263, 1.0
2.260429994236335e6, 2.2500825792000424e6, 224.82284498214722, 1.0
2.2604299942363356e6, 2.2500825792000424e6, 224.82581996917725, 0.0
2.260398096963059e6, 2.2500825792000424e6, 237.8743188381195, 1.0
2.2604299942363356e6, 2.2500825792000424e6, 237.87447881698608, 0.0
2.26039741680381e6, 2.2500825792000424e6, 398.59814381599426, 1.0
2.2604299942363356e6, 2.2500825792000424e6, 398.59837794303894, 0.0
2.2603719128560293e6, 2.2500825792000424e6, 415.76231384277344, 1.0
2.2596087846959927e6, 2.2500825792000424e6, 429.0483658313751, 0.0
2.258919578996698e6, 2.2500825792000424e6, 482.7588667869568, 1.0
2.2582871281575337e6, 2.2500825792000424e6, 501.3632137775421, 1.0
2.258102579547885e6, 2.2500825792000424e6, 565.8115878105164, 1.0
2.258102579547885e6, 2.250082579200103e6, 568.4853868484497, 0.0
2.258102579547885e6, 2.2500825792014753e6, 571.2221629619598, 0.0
2.25794776415998e6, 2.2500825792014753e6, 572.540965795517, 1.0
2.258102579547885e6, 2.2500825792014753e6, 572.7377228736877, 0.0
2.2577865169768617e6, 2.2500825792014753e6, 575.032705783844, 1.0
2.257786516976862e6, 2.2500825792014753e6, 575.1977858543396, 0.0
2.257745049639752e6, 2.2500825792014753e6, 575.1981699466705, 1.0
