ub,lb,time,src
1.0e100, 1.3438362095e6, 2.6364920139312744, 0.0
1.3977905607091093e6, 1.3438362095e6, 2.7643320560455322, 1.0
1.397790560709109e6, 1.3438362095e6, 4.046036958694458, 0.0
1.397790560709109e6, 1.3438362095000015e6, 7.407243967056274, 0.0
1.3977905607069838e6, 1.3438362095000015e6, 9.493887901306152, 1.0
1.397790560709109e6, 1.3438362095000017e6, 9.604223012924194, 0.0
1.3713459441738902e6, 1.3438362095000017e6, 10.397414922714233, 1.0
1.3699046335152665e6, 1.3438362095000017e6, 12.713728904724121, 0.0
1.369485905650722e6, 1.3438362095000017e6, 12.714154958724976, 1.0
1.3693354951105446e6, 1.3438362095000017e6, 14.032932043075562, 1.0
1.3690008458110173e6, 1.3438362095000017e6, 15.288672924041748, 1.0
1.368029653685384e6, 1.3438362095000017e6, 23.508259057998657, 1.0
1.3679923039711064e6, 1.3438362095000017e6, 29.280370950698853, 1.0
1.367888101193956e6, 1.3438362095000017e6, 39.16981506347656, 1.0
1.3678527455007946e6, 1.3438362095000017e6, 59.69227194786072, 1.0
1.3678508105701283e6, 1.3438362095000017e6, 70.44163298606873, 1.0
1.3678527455007946e6, 1.3438362095000017e6, 70.44177293777466, 0.0
1.3678453910015207e6, 1.3438362095000017e6, 79.64662790298462, 1.0
1.367831102392764e6, 1.3438362095000017e6, 88.97931790351868, 1.0
1.3678289841746388e6, 1.3438362095000017e6, 98.12835693359375, 1.0
1.367831102392764e6, 1.3438362095000017e6, 98.1284909248352, 0.0
1.3662852300085262e6, 1.3438362095000017e6, 136.52197003364563, 0.0
1.363252341340438e6, 1.3438362095000017e6, 136.52333807945251, 0.0
1.360173106889846e6, 1.3438362095000017e6, 150.17133688926697, 0.0
1.3541738058008906e6, 1.3438362095000017e6, 251.13136386871338, 0.0
1.3536585778806964e6, 1.3438362095000017e6, 335.0383999347687, 0.0
1.3536585778806964e6, 1.3438362095010264e6, 403.2891709804535, 0.0
1.352932170725085e6, 1.3438362095010264e6, 415.4989218711853, 1.0
1.3529321707250848e6, 1.3438362095010264e6, 415.6214129924774, 0.0
1.352788108466785e6, 1.3438362095010264e6, 415.6218190193176, 1.0
1.3523828172210273e6, 1.3438362095010264e6, 416.0638608932495, 1.0
1.3522070733170155e6, 1.3438362095010264e6, 416.1971368789673, 1.0
1.3517634926898307e6, 1.3438362095010264e6, 417.6685390472412, 1.0
1.351763492689831e6, 1.3438362095010264e6, 418.1114330291748, 0.0
1.3514652239116232e6, 1.3438362095010264e6, 424.86730694770813, 1.0
1.3514652239116235e6, 1.3438362095010264e6, 424.8697249889374, 0.0
1.351381701047963e6, 1.3438362095010264e6, 426.52683186531067, 1.0
1.3513817010479632e6, 1.3438362095010264e6, 426.53080105781555, 0.0
1.3513706813196142e6, 1.3438362095010264e6, 428.5469880104065, 1.0
1.3512747155578462e6, 1.3438362095010264e6, 431.220978975296, 1.0
1.3512747155578465e6, 1.3438362095010264e6, 431.22318291664124, 0.0
1.3512747155578465e6, 1.343836351540334e6, 431.2232849597931, 0.0
1.3512744821713055e6, 1.343836351540334e6, 432.2933750152588, 1.0
1.3512744821713055e6, 1.3438363520544425e6, 432.29453802108765, 0.0
1.3512741062191012e6, 1.3438363520544425e6, 433.68369698524475, 1.0
1.3512741062191012e6, 1.3438363521231185e6, 433.68661403656006, 0.0
1.3509396562797735e6, 1.3438363521231185e6, 441.1856610774994, 1.0
1.350939656279773e6, 1.3438363521231185e6, 441.1882839202881, 0.0
1.3509161717367182e6, 1.3438363521231185e6, 442.8954300880432, 1.0
1.3509161717367182e6, 1.3438363946386876e6, 442.8966209888458, 0.0
1.3506947955217538e6, 1.3438363946386876e6, 444.67968797683716, 1.0
1.350692049004269e6, 1.3438363946386876e6, 445.6369879245758, 1.0
1.3506920490042688e6, 1.3438363946386876e6, 445.63809609413147, 0.0
1.3505299823277718e6, 1.3438363946386876e6, 449.4828910827637, 1.0
1.3505299823277716e6, 1.3438363946386876e6, 449.4859218597412, 0.0
1.3503940521252425e6, 1.3438363946386876e6, 451.4453430175781, 1.0
1.350350546947808e6, 1.3438363946386876e6, 461.3154950141907, 1.0
1.3503505469478078e6, 1.3438363946386876e6, 461.3166620731354, 0.0
1.350349621974165e6, 1.3438363946386876e6, 468.20469903945923, 1.0
1.3503321334762308e6, 1.3438363946386876e6, 473.30748200416565, 1.0
1.3503288087282646e6, 1.3438363946386876e6, 479.68065094947815, 1.0
1.3503288087282649e6, 1.3438363946386876e6, 479.68184900283813, 0.0
1.3502875244242286e6, 1.3438363946386876e6, 486.8654808998108, 1.0
1.3502875244242284e6, 1.3438363946386876e6, 486.8665699958801, 0.0
1.3502847122219047e6, 1.3438363946386876e6, 494.63987588882446, 1.0
1.3502847122219044e6, 1.3438363946386876e6, 494.64095997810364, 0.0
1.3502816803209889e6, 1.3438363946386876e6, 522.985673904419, 1.0
1.3502816803209884e6, 1.3438363946386876e6, 522.9867820739746, 0.0
1.3502816803193213e6, 1.3438363946386876e6, 530.7307739257812, 1.0
1.3502816803209884e6, 1.3438363946386876e6, 530.7309138774872, 0.0
1.3502816803189693e6, 1.3438363946386876e6, 537.4688880443573, 1.0
1.3502816803209884e6, 1.3438363946386876e6, 537.4690470695496, 0.0
1.3502721434473032e6, 1.3438363946386876e6, 559.9595639705658, 1.0
1.349899337920725e6, 1.3438363946386876e6, 566.3210549354553, 1.0
1.3498758461839606e6, 1.3438363946386876e6, 581.7300488948822, 1.0
1.3495788950753799e6, 1.3438363946386876e6, 638.2638158798218, 1.0
1.3495441925177034e6, 1.3438363946386876e6, 755.3694598674774, 1.0
1.3495441925177036e6, 1.3438363946386876e6, 755.372230052948, 0.0
1.3495189817808229e6, 1.3438363946386876e6, 764.3815219402313, 1.0
1.3493439245682934e6, 1.3438363946386876e6, 764.3840019702911, 0.0
1.348966727395957e6, 1.3438363946386876e6, 775.2784900665283, 0.0
1.348510688989331e6, 1.3438363946386876e6, 775.279923915863, 0.0
1.3485106889642607e6, 1.3438363946386876e6, 808.0124759674072, 1.0
1.348510688989331e6, 1.3438363946386876e6, 808.0127749443054, 0.0
1.3485106889642605e6, 1.3438363946386876e6, 818.3785030841827, 1.0
1.348510688989331e6, 1.3438363946386876e6, 818.3787229061127, 0.0
1.3484447918129913e6, 1.3438363946386876e6, 829.1381318569183, 1.0
1.3484344069816743e6, 1.3438363946386876e6, 852.1616768836975, 1.0
1.348434406981674e6, 1.3438363946386876e6, 852.1628880500793, 0.0
1.3480846504787372e6, 1.3438363946386876e6, 863.6243319511414, 1.0
1.348084650478737e6, 1.3438363946386876e6, 863.6257619857788, 0.0
1.347798107728722e6, 1.3438363946386876e6, 875.3049759864807, 1.0
1.3477981077287218e6, 1.3438363946386876e6, 875.3080139160156, 0.0
1.3477607109367081e6, 1.3438363946386876e6, 887.2633838653564, 1.0
1.347760710936708e6, 1.3438363946386876e6, 887.265634059906, 0.0
