1.0e100, 6.690736761551326e6, 27.33690643310547, 0.0
1.0e100, 6.690754429127447e6, 64.68305206298828, 0.0
6.782076130677587e6, 6.690754429127447e6, 64.99721145629883, 1.0
6.782076130677589e6, 6.690754429127788e6, 68.57065773010254, 0.0
6.782076130677589e6, 6.690766209486462e6, 87.1509780883789, 0.0
6.782076130677812e6, 6.690766209486462e6, 87.1629467010498, 1.0
6.782076130677589e6, 6.690778447216874e6, 141.2393569946289, 0.0
6.782076130677589e6, 6.690779201712947e6, 146.08340644836426, 0.0
6.782076130677589e6, 6.690785326438993e6, 165.8236255645752, 0.0
6.781097576176184e6, 6.690785326438993e6, 191.3294277191162, 1.0
6.782076130677589e6, 6.690785326438993e6, 296.38353729248047, 0.0
6.778211170794746e6, 6.690785326438993e6, 296.3885250091553, 1.0
6.778211170794745e6, 6.690807212678504e6, 309.7138957977295, 0.0
6.778211170794745e6, 6.690808732286264e6, 335.21171951293945, 0.0
6.778211170794746e6, 6.690808732286264e6, 335.21471214294434, 1.0
6.778211170794745e6, 6.690808732286264e6, 335.21670722961426, 0.0
6.778211170794745e6, 6.6909367598696165e6, 335.22368812561035, 0.0
6.778211170794745e6, 6.69095182503257e6, 370.1503028869629, 0.0
6.778211170794745e6, 6.690955251496114e6, 419.68485832214355, 0.0
6.778211170794745e6, 6.690971149548905e6, 460.93656158447266, 0.0
6.778211170794745e6, 6.690990054363003e6, 492.99883460998535, 0.0
6.778211170794745e6, 6.690990990139695e6, 497.8279228210449, 0.0
6.778211170794745e6, 6.690999627996813e6, 503.27934646606445, 0.0
6.777695196637076e6, 6.690999627996813e6, 579.5593929290771, 1.0
6.777695196637075e6, 6.690999627996813e6, 579.5693664550781, 0.0
6.775207571127406e6, 6.690999627996813e6, 641.5496463775635, 1.0
6.775207571127405e6, 6.690999627996813e6, 641.5586223602295, 0.0
6.773338467834123e6, 6.690999627996813e6, 720.2342624664307, 1.0
6.7733384678341225e6, 6.690999627996813e6, 720.2422409057617, 0.0
6.773225930977667e6, 6.690999627996813e6, 818.4676094055176, 1.0
6.773225930977666e6, 6.690999627996813e6, 818.4775829315186, 0.0
6.773070355427479e6, 6.690999627996813e6, 1377.7472286224365, 1.0
6.77307035542748e6, 6.690999627996813e6, 1377.758201599121, 0.0
6.771542657689776e6, 6.690999627996813e6, 1905.202938079834, 1.0
6.771542657689777e6, 6.690999627996813e6, 1905.2119140625, 0.0
