incumbent,lb,time,rank
1.0e100, 1.3438362095000548e6, 4.38726806640625, 0.0
1.3977905607078916e6, 1.3438362095000548e6, 5.286863327026367, 1.0
1.3977905607078918e6, 1.3438362095000548e6, 5.667844772338867, 0.0
1.3973138148132674e6, 1.3438362095000548e6, 11.507232666015625, 1.0
1.3968927863463457e6, 1.3438362095000548e6, 12.378898620605469, 1.0
1.3959262335615584e6, 1.3438362095000548e6, 12.50356674194336, 1.0
1.3968927863463457e6, 1.3438362095000548e6, 13.452030181884766, 0.0
1.3909524348518085e6, 1.3438362095000548e6, 13.453027725219727, 1.0
1.3968927863463457e6, 1.3438362095000548e6, 13.921773910522461, 0.0
1.3900943712268271e6, 1.3438362095000548e6, 21.030765533447266, 1.0
1.3892223943784432e6, 1.3438362095000548e6, 21.153438568115234, 1.0
1.388153655193849e6, 1.3438362095000548e6, 21.56234359741211, 1.0
1.3879030311809455e6, 1.3438362095000548e6, 21.92836570739746, 1.0
1.387875835743755e6, 1.3438362095000548e6, 22.859874725341797, 1.0
1.3878758357437549e6, 1.3438362095000548e6, 22.86286735534668, 0.0
1.3878758357484012e6, 1.3438362095000548e6, 24.99616241455078, 1.0
1.3878758357437549e6, 1.3438362095000548e6, 24.998157501220703, 0.0
1.3874084977782643e6, 1.3438362095000548e6, 30.29599380493164, 1.0
1.3874084977782646e6, 1.3438362095000548e6, 30.298986434936523, 0.0
1.3852682052568404e6, 1.3438362095000548e6, 34.84582710266113, 1.0
1.3852682052568407e6, 1.3438362095000548e6, 34.847822189331055, 0.0
1.3747518203581884e6, 1.3438362095000548e6, 41.407283782958984, 1.0
1.3736773509806134e6, 1.3438362095000548e6, 70.1903247833252, 1.0
1.3736773509806136e6, 1.3438362095000548e6, 70.19331741333008, 0.0
1.3722735905193419e6, 1.3438362095000548e6, 109.5062026977539, 1.0
1.3713043037100146e6, 1.3438362095000548e6, 109.52315902709961, 1.0
1.3713043037100148e6, 1.3438362095000548e6, 109.52614974975586, 0.0
1.3711875888719792e6, 1.3438362095000548e6, 117.62250328063965, 1.0
1.3706191782201873e6, 1.3438362095000548e6, 136.4082736968994, 1.0
1.370619178220187e6, 1.3438362095000548e6, 136.4112663269043, 0.0
1.367847884221327e6, 1.3438362095000548e6, 142.3663444519043, 1.0
1.3678475693990993e6, 1.3438362095000548e6, 148.1807975769043, 1.0
1.3678475693990998e6, 1.3438362095000548e6, 148.18378829956055, 0.0
1.3678470553393748e6, 1.3438362095000548e6, 154.5886631011963, 1.0
1.3662825136301504e6, 1.3438362095000548e6, 161.43535804748535, 1.0
1.3662645495664454e6, 1.3438362095000548e6, 161.4503173828125, 1.0
1.3662627399061725e6, 1.3438362095000548e6, 161.46527671813965, 1.0
1.3648590093422541e6, 1.3438362095000548e6, 167.8492088317871, 1.0
1.3648590093422544e6, 1.3438362095000548e6, 167.85219955444336, 0.0
1.3647903980474e6, 1.3438362095000548e6, 174.82256317138672, 1.0
1.3647903980473997e6, 1.3438362095000548e6, 174.8255558013916, 0.0
1.3647679083388448e6, 1.3438362095000548e6, 174.86544799804688, 1.0
1.3647666746316245e6, 1.3438362095000548e6, 181.01301193237305, 1.0
1.3647666746316245e6, 1.343836209500121e6, 220.48646926879883, 0.0
1.3645484306948325e6, 1.343836209500121e6, 220.48746490478516, 1.0
1.3647666746316245e6, 1.343836209500121e6, 226.8484592437744, 0.0
1.364353066042099e6, 1.343836209500121e6, 226.84945678710938, 1.0
1.3643514133640742e6, 1.343836209500121e6, 228.00337028503418, 1.0
1.364353066042099e6, 1.343836209500121e6, 230.54258155822754, 0.0
1.3640489992183398e6, 1.343836209500121e6, 230.5435791015625, 1.0
1.3640489992183398e6, 1.3438362095002907e6, 231.36239051818848, 0.0
1.3640489992183398e6, 1.3438362095011508e6, 234.05917930603027, 0.0
1.3640087391511165e6, 1.3438362095011508e6, 234.06017684936523, 1.0
1.3640087391511162e6, 1.3438362095011508e6, 234.2556552886963, 0.0
1.364001970371072e6, 1.3438362095011508e6, 236.44380378723145, 1.0
1.3640019703710722e6, 1.3438362095011508e6, 236.6622200012207, 0.0
1.3639886994451636e6, 1.3438362095011508e6, 239.7888584136963, 1.0
1.3639886994451634e6, 1.3438362095011508e6, 240.28353691101074, 0.0
1.363973671623052e6, 1.3438362095011508e6, 240.28353691101074, 1.0
1.3639886994451634e6, 1.3438362095011508e6, 242.694091796875, 0.0
1.3639724680239568e6, 1.3438362095011508e6, 242.69508743286133, 1.0
1.3639724680239565e6, 1.3438362095011508e6, 243.66250228881836, 0.0
1.3638930436216926e6, 1.3438362095011508e6, 270.07288551330566, 1.0
1.3639724680239565e6, 1.3438362095011508e6, 275.26400566101074, 0.0
1.363883934943508e6, 1.3438362095011508e6, 275.26400566101074, 1.0
