incumbent,lb,time,rank
1.121708693129703e6, 1.097783376091776e6, 1.0258407592773438, 0.0
1.121708693129703e6, 1.100238684633429e6, 1.2302970886230469, 0.0
1.121708693129703e6, 1.1002470632622058e6, 1.273183822631836, 0.0
1.121708693129703e6, 1.1002470632622088e6, 1.3429279327392578, 0.0
1.121708693129703e6, 1.1010030841755914e6, 1.4895343780517578, 0.0
1.121708693129703e6, 1.1010030841755932e6, 1.6401329040527344, 0.0
1.121505298320445e6, 1.1010030841755932e6, 15.785310745239258, 0.0
1.1142371652051953e6, 1.1010030841755932e6, 15.786310195922852, 0.0
1.1130450135502147e6, 1.1010030841755932e6, 24.768293380737305, 0.0
1.1130450135502147e6, 1.1010030841756025e6, 53.501468658447266, 0.0
1.1106130217527915e6, 1.1010030841756025e6, 74.17219924926758, 0.0
1.1083515849679203e6, 1.1010030841756025e6, 74.1741943359375, 0.0
1.1081272980375972e6, 1.1010030841756025e6, 311.17052268981934, 0.0
1.106783327703369e6, 1.1010030841756025e6, 311.17151832580566, 0.0
1.106702568056272e6, 1.1010030841756025e6, 311.1725158691406, 0.0
1.105427263951714e6, 1.1010030841756025e6, 322.81738090515137, 0.0
1.1040872257013603e6, 1.1010030841756025e6, 348.0878143310547, 0.0
1.1039899891481611e6, 1.1010030841756025e6, 554.4530429840088, 0.0
1.1035583242787647e6, 1.1010030841756025e6, 554.4640140533447, 0.0
1.1033448572389456e6, 1.1010030841756025e6, 554.5547695159912, 0.0
1.1032889662963878e6, 1.1010030841756025e6, 763.4741706848145, 0.0
1.1032813861533601e6, 1.1010030841756025e6, 763.4871349334717, 0.0
1.1026894669919808e6, 1.1010030841756025e6, 763.5230388641357, 0.0
1.102685237928375e6, 1.1010030841756025e6, 763.573902130127, 0.0
1.1025981952074233e6, 1.1010030841756025e6, 960.6549549102783, 0.0
1.1022583699295379e6, 1.1010030841756025e6, 960.7636642456055, 0.0
1.1016351128358478e6, 1.1010030841756025e6, 2251.394826889038, 0.0
1.1016351128358478e6, 1.101003084175603e6, 2324.2081394195557, 0.0
1.1012503658666203e6, 1.101003084175603e6, 2406.632755279541, 0.0
1.1012432815394646e6, 1.101003084175603e6, 2406.634750366211, 0.0
1.1012298103930028e6, 1.101003084175603e6, 2406.635747909546, 0.0
1.101226973320673e6, 1.101003084175603e6, 2406.637742996216, 0.0
1.1012020185648045e6, 1.101003084175603e6, 2406.643726348877, 0.0
1.1011993534427823e6, 1.101003084175603e6, 2406.644723892212, 0.0
1.1011981478598365e6, 1.101003084175603e6, 2406.681625366211, 0.0
1.1011969395068039e6, 1.101003084175603e6, 2493.642114639282, 0.0
