incumbent,lb,time,rank
1.0e100, 1.097783376091776e6, 0.9463367462158203, 0.0
1.0e100, 1.1002386846334287e6, 1.094940185546875, 0.0
1.0e100, 1.1002470632622077e6, 1.1487960815429688, 0.0
1.0e100, 1.1010030841755865e6, 1.3382892608642578, 0.0
1.0e100, 1.101003084175587e6, 1.5626907348632812, 0.0
1.0e100, 1.1010030841755925e6, 2.4832286834716797, 0.0
1.0e100, 1.1010030841755942e6, 3.1574249267578125, 0.0
1.0e100, 1.101003084175615e6, 3.4755725860595703, 0.0
1.189507338059888e6, 1.101003084175615e6, 299.6337184906006, 0.0
1.1894696699720884e6, 1.101003084175615e6, 299.63770866394043, 0.0
1.189414314316536e6, 1.101003084175615e6, 299.64269256591797, 0.0
1.1307906416844502e6, 1.101003084175615e6, 309.03158950805664, 0.0
1.1193147884106215e6, 1.101003084175615e6, 309.0405673980713, 0.0
1.1109697420175443e6, 1.101003084175615e6, 320.73130798339844, 0.0
1.1074757664636674e6, 1.101003084175615e6, 333.4153938293457, 0.0
1.1066917302199726e6, 1.101003084175615e6, 337.33291816711426, 0.0
1.1063096706446388e6, 1.101003084175615e6, 337.3807907104492, 0.0
1.1056250265876579e6, 1.101003084175615e6, 369.3762435913086, 0.0
1.1046195764837272e6, 1.101003084175615e6, 369.4181308746338, 0.0
1.1046195764837272e6, 1.1010030841757036e6, 476.8768119812012, 0.0
1.1039795937112637e6, 1.1010030841757036e6, 493.69285011291504, 0.0
1.1038592288787032e6, 1.1010030841757036e6, 493.7297534942627, 0.0
1.1035700273922526e6, 1.1010030841757036e6, 494.1695747375488, 0.0
1.1029676137923633e6, 1.1010030841757036e6, 497.1137046813965, 0.0
1.1027877056065889e6, 1.1010030841757036e6, 587.5628643035889, 0.0
1.1027846323820187e6, 1.1010030841757036e6, 587.5658569335938, 0.0
1.1021627643278674e6, 1.1010030841757036e6, 1859.1230144500732, 0.0
1.101977589647664e6, 1.1010030841757036e6, 1859.19282913208, 0.0
1.101977589647664e6, 1.1010030841757036e6, 3600.0, 0.0
