incumbent,lb,time,rank
1.0e100, 1.3438362095000548e6, 3.862548828125, 0.0
1.0e100, 1.3438362095002949e6, 92.28512382507324, 0.0
1.0e100, 1.343836209500295e6, 99.14877319335938, 0.0
1.0e100, 1.343836209503203e6, 123.86867904663086, 0.0
1.5113118823482757e6, 1.343836209503203e6, 469.85958099365234, 0.0
1.4637091105736746e6, 1.343836209503203e6, 524.1015510559082, 0.0
1.4051524450731638e6, 1.343836209503203e6, 524.134464263916, 0.0
1.391459053293755e6, 1.343836209503203e6, 904.3817729949951, 0.0
1.3782162081858777e6, 1.343836209503203e6, 1039.0566844940186, 0.0
1.3689263103428376e6, 1.343836209503203e6, 2171.264430999756, 0.0
1.3689263103428376e6, 1.3438362266195242e6, 2180.804922103882, 0.0
1.3689263103428376e6, 1.3438362327721573e6, 2181.041290283203, 0.0
1.3689263103428376e6, 1.343836410401436e6, 2183.665273666382, 0.0
1.3689263103428376e6, 1.3438364104014458e6, 2186.6792163848877, 0.0
1.3689263103428376e6, 1.3438364104014467e6, 2190.1758670806885, 0.0
1.3689263103428376e6, 1.3438364200415802e6, 2211.4080963134766, 0.0
1.3689263103428376e6, 1.3438366641621066e6, 2217.569622039795, 0.0
1.3689263103428376e6, 1.3438375964273326e6, 2217.57061958313, 0.0
1.3689263103428376e6, 1.343837650947173e6, 2217.5726146698, 0.0
1.3689263103428376e6, 1.3438377026445467e6, 2225.2510833740234, 0.0
1.3689263103428376e6, 1.3438377207051252e6, 2268.269063949585, 0.0
1.3689263103428376e6, 1.3438377579341042e6, 2297.2366104125977, 0.0
1.3689263103428376e6, 1.3438377727009149e6, 2307.812334060669, 0.0
1.3689263103428376e6, 1.343838129302522e6, 2316.224842071533, 0.0
1.3689263103428376e6, 1.343838129302522e6, 3600.0, 0.0
