ub,lb,time,src
1.0e100, 6.690736751159603e6, 16.93657088279724, 0.0
6.741059903666903e6, 6.690736751159603e6, 17.338018894195557, 1.0
6.741059903666904e6, 6.690744951174402e6, 30.02427577972412, 0.0
6.741059903666903e6, 6.690744951174402e6, 30.026488780975342, 2.0
6.741059903666904e6, 6.690744951174402e6, 35.446056842803955, 0.0
6.741059903666903e6, 6.690744951174402e6, 35.448314905166626, 3.0
6.741059903666904e6, 6.690797501088757e6, 45.96503496170044, 0.0
6.74105990366453e6, 6.690797501088757e6, 45.97644090652466, 1.0
6.741059903666904e6, 6.690797620701578e6, 50.1186408996582, 0.0
6.741059903666863e6, 6.690797620701578e6, 50.121037006378174, 2.0
6.741059903666904e6, 6.690971964737632e6, 61.54617691040039, 0.0
6.741059903666904e6, 6.690980459442202e6, 63.37096691131592, 0.0
6.74105990366453e6, 6.690980459442202e6, 63.37288689613342, 1.0
6.741059903666904e6, 6.690980459442514e6, 64.92654800415039, 0.0
6.741059903666863e6, 6.690980459442514e6, 64.92869400978088, 2.0
6.741059903666904e6, 6.6909804594555255e6, 76.06877088546753, 0.0
6.733740043958151e6, 6.6909804594555255e6, 78.36887788772583, 1.0
6.733740043958152e6, 6.6909804594555255e6, 84.10247683525085, 0.0
6.729062344649984e6, 6.6909804594555255e6, 84.10444283485413, 2.0
6.729062344649984e6, 6.6909804651519535e6, 185.41168999671936, 0.0
6.724892855963658e6, 6.6909804651519535e6, 185.41449880599976, 3.0
6.724892855963657e6, 6.6909805721925935e6, 186.90043187141418, 0.0
6.72489285595542e6, 6.6909805721925935e6, 200.2161238193512, 1.0
6.724892855963657e6, 6.6909805721925935e6, 200.216383934021, 0.0
6.72489285595542e6, 6.6909805721925935e6, 203.44080996513367, 1.0
6.724892855963657e6, 6.6909805721925935e6, 203.44095587730408, 0.0
6.723118914663371e6, 6.6909805721925935e6, 203.44305181503296, 2.0
6.72311891466337e6, 6.6909805721925935e6, 203.45116090774536, 0.0
6.72310315187992e6, 6.6909805721925935e6, 224.4337179660797, 2.0
6.723103151879919e6, 6.6909805721925935e6, 224.44335293769836, 0.0
6.718752032240854e6, 6.6909805721925935e6, 251.97198295593262, 3.0
6.718752032240853e6, 6.6909805721925935e6, 251.98183298110962, 0.0
6.715804188481955e6, 6.6909805721925935e6, 428.9441499710083, 2.0
6.715804188481954e6, 6.6909805721925935e6, 428.9519739151001, 0.0
6.715804188462773e6, 6.6909805721925935e6, 500.6029989719391, 1.0
6.715804188481954e6, 6.6909805721925935e6, 500.6031439304352, 0.0
6.715769223704463e6, 6.6909805721925935e6, 500.6052429676056, 2.0
6.715769223704461e6, 6.6909805721925935e6, 500.61330795288086, 0.0
6.715769223704461e6, 6.6909805721925935e6, 900.0, 0.0
